1:-114.62189887498066 2:5.233434006994958 3:3.636640949116457 4:3.6385301907812346 5:3.6713609121842814 6:1.5394380908151954 7:1.2344398754107901 8:-1.2502675821482385 9:-1.8582039455754953 10:-1.7849528274184117 11:0.10313868472979904 12:0.5935095081743458 
1:-104.75628860802831 2:5.585757662356389 3:-5.86383525275507 4:4.713807721728481 5:2.124820053714899 6:-1.7931679744717064 7:-1.1758745208307646 8:0.18401511069870402 9:2.4719575303475687 10:1.972468106554147 11:-1.412230964851401 12:-1.477313585626677 
1:-101.49705675512432 2:6.2622893809864895 3:-2.1413009341062397 4:4.197721099045811 5:2.342689437237786 6:-1.3572278198999124 7:-2.1168415810442607 8:-2.7743902825085796 9:0.826698835906321 10:-0.4086760604665467 11:1.7674019617707026 12:0.5165172581698529 
1:-107.67061789089071 2:3.870619899013521 3:-3.57357147215295 4:6.0342949992300525 5:3.6409385194622126 6:-0.581773144026831 7:-0.5450051894902757 8:-1.8868217620235885 9:-0.2860134551809228 10:-1.5549194030788778 11:2.0646695150555012 12:-0.07599868289076328 
1:-102.6455400416227 2:4.605160201090301 3:-3.1815602517399655 4:5.233155168224576 5:3.709326948854118 6:1.5294824039292303 7:-0.03249771211628838 8:-0.6591861926117506 9:1.1212346568799187 10:0.36864133424248235 11:-0.48604966927774207 12:2.0150584602086488 
1:-103.39433153676634 2:8.094916506978436 3:-1.3566156221729497 4:-0.23434403204620669 5:-0.6328095211377178 6:-1.8078712622536832 7:0.7217521457434959 8:1.601948582887918 9:0.8628365338409054 10:0.06637360271822423 11:1.4319064168056346 12:2.7233724165469324 
1:-101.70807247004876 2:8.603243238993446 3:0.2221994697219003 4:3.020431681168314 5:0.4714886609126552 6:0.9012757663139932 7:-0.7356252230054698 8:0.31261312385226114 9:1.3020837738060376 10:-1.7835572289821746 11:-2.287449935649744 12:-2.071994875527647 
1:-100.42872780526551 2:4.598686807686281 3:-1.137062643800569 4:4.5377374397615196 5:0.7863429358447944 6:-1.5023464339119723 7:1.7553168804606916 8:2.91409190282622 9:2.3493464384974105 10:0.3994154001369168 11:1.080452441867263 12:0.3124812957331984 
1:-102.24196138837826 2:5.7492670312132645 3:-0.2727447216982406 4:4.491908960079846 5:1.4116846413628812 6:0.9799493635613215 7:3.0776060666233716 8:4.2735919763423444 9:2.6461455108864547 10:0.5758669365617806 11:1.8603890791874478 12:4.0048778351612695 
1:-109.09400485874227 2:7.904371002326735 3:1.771031089498874 4:4.509987930494555 5:-1.1908688576830815 6:0.0776616595840256 7:1.9707031143790554 8:0.2031708313820788 9:1.6346844359352661 10:-1.7337366436318247 11:0.8942446494722458 12:2.033224362798613 
1:-106.98948999899379 2:5.727673025715646 3:-3.738107825675842 4:3.5231613607685266 5:3.1588098236494893 6:1.452524684474438 7:-0.341087442895474 8:-0.5591318062061865 9:4.455993929404425 10:-0.22003010972938153 11:1.6032722131266612 12:1.1194220469437863 
1:-107.07077567449089 2:6.077252425932075 3:1.5466593441130554 4:5.137866421850414 5:1.3023914155293248 6:1.5658883287855287 7:-0.8428424539539492 8:0.8500825850016933 9:2.843995638042258 10:0.3195573109967289 11:-0.9892916792914561 12:-0.3769948798008569 
1:-114.75772472033154 2:3.8783847832133755 3:-1.6831243268961549 4:4.238287721674929 5:1.0512266234710337 6:1.368090997895627 7:1.8897240231156243 8:0.7817488555384347 9:-0.07127457628246603 10:-1.9768068903019707 11:3.5430476949547165 12:0.7768462718751903 
1:-106.20421439962871 2:5.2365445707699285 3:-1.7133569457347537 4:3.8815854197357065 5:1.0758208685627189 6:-0.9029903330194484 7:-2.3774858909865415 8:1.2345939605021692 9:2.360945269165182 10:-1.2515692617808876 11:-0.09010646163984903 12:1.102454971881134 
1:-110.99416516080227 2:7.099932639331454 3:-1.1700451207914297 4:3.517501733369369 5:1.3795774129585956 6:1.1920242119426665 7:-0.08488578602385477 8:-1.800014712860798 9:0.03592864579664301 10:-3.1850011165491687 11:0.1028490255306993 12:-2.5047789973214414 
1:-112.53380117267086 2:5.464720564549435 3:-2.7367367384878483 4:0.6729150589421384 5:-3.3052629784722813 6:0.2357105193156177 7:1.703593205123799 8:0.4208721673732736 9:0.8134579877690866 10:-1.5767822705236103 11:4.511362107866283 12:4.205960448747154 
1:-108.01535977664518 2:2.5162236373619753 3:-5.851201446670543 4:1.5904064357004328 5:-0.7265995813298263 6:-4.188154340914819 7:2.311729806897104 8:-1.0801371258459453 9:-0.8360754639355292 10:-1.592559824629669 11:1.015856805022687 12:0.21420798587917567 
1:-109.5493895365618 2:3.7416384651617163 3:-0.2557241747976957 4:2.7944435161469308 5:-1.2600036016109128 6:1.608168206895781 7:2.7985454603653874 8:2.3794093294647274 9:3.6995177271265285 10:-0.6865832540175782 11:0.32528634262430334 12:1.3561637765858807 
1:-111.23443629252166 2:3.4529514068808664 3:-2.4429116059433467 4:3.65381454100161 5:0.6060198547486895 6:-3.110904063534441 7:-2.8555410235685597 8:-1.2070009099308319 9:2.976561829945579 10:0.16571213269155027 11:0.29856503838643933 12:0.5821075732728009 
1:-116.78029968391452 2:4.341841842161298 3:-0.7458758142041915 4:3.35753227136119 5:2.8698395461106845 6:-2.423334790374373 7:-1.0568955696235083 8:0.07677221365415754 9:1.9800471000810012 10:-1.3763855554370146 11:2.1362554214446274 12:0.45645145132938003 
1:-108.48874356550336 2:5.00231751008581 3:1.4422108213363751 4:7.524105290921596 5:4.028912645416829 6:0.9699960915161645 7:-0.46458384093833205 8:-0.14746992509203238 9:-0.43321649556979036 10:0.30130707289921865 11:2.458234529899583 12:1.3793516996348045 
1:-115.3825041608618 2:6.001228448763548 3:-0.37298838795218847 4:5.371530706641387 5:4.9029037115228 6:0.9821424431305195 7:0.5844038554064164 8:-0.11823442633675496 9:1.7440341363050207 10:0.3545671001353954 11:2.709743474076696 12:-3.7675865346704036 
1:-110.82793366063272 2:8.810957307039546 3:2.348782170632041 4:4.481985218347276 5:1.3446322089966918 6:-0.29701772935146264 7:1.0964152066325896 8:-0.26631990938668215 9:1.0651805863866746 10:-0.14059138573934993 11:1.464494233715211 12:0.2597875022995839 
1:-110.52783672104717 2:7.038241885240902 3:-0.551720156579643 4:3.8632175817133856 5:-1.9448655243165915 6:-2.096284363368457 7:0.09467715830735735 8:0.5544885163684774 9:1.9375708135756962 10:-3.126132007830318 11:0.728564882238246 12:1.9494699451089148 
1:-113.53838511593383 2:6.046553788062317 3:1.2193152414352815 4:2.6965122465359186 5:-0.26202860294974206 6:-2.2449407907626244 7:-0.6702991707695118 8:0.9402036126845181 9:4.817694333196978 10:-0.5101170720167483 11:0.7316916460806038 12:2.1127071538799793 
1:-112.09248507575352 2:4.044939145767723 3:0.750608446722028 4:2.8828662138968313 5:-0.15366852684886068 6:0.45106738143215575 7:-0.20920727797784933 8:-1.5777609040948977 9:2.297433718632793 10:-1.1610251051814306 11:0.9494608996931615 12:0.8814759006310182 
1:-103.46902739420355 2:4.806120531537039 3:0.2206841817338585 4:4.088108507123646 5:1.4548239042032987 6:-1.9484278541249984 7:-0.20352169729293967 8:0.8548923950049958 9:2.9688073594583475 10:0.7899884958307299 11:2.1603941753523483 12:-0.5277890807798209 
1:-109.06321206676199 2:6.479177899106171 3:2.4945789586934977 4:7.2552691076218085 5:0.766718784545322 6:-0.37704702754486696 7:0.3471145771939721 8:0.9444133931180976 9:2.943108276024083 10:-0.257311410570622 11:-0.08660505187652134 12:0.13301533739333227 
1:-111.52389546331489 2:6.002675866256275 3:0.5818789032895024 4:5.765671899109743 5:0.6010992786149063 6:0.03926039451026497 7:-3.452378713783452 8:1.002443830494907 9:5.94421856367536 10:0.043575434188157125 11:1.653317274091512 12:1.9891156669505512 
1:-109.91975970558651 2:4.304844544997523 3:-2.7594372631404864 4:7.0945635870443144 5:0.06294386218551296 6:-0.6703449907377115 7:-3.345604841185344 8:-3.225887178210913 9:2.514546875749719 10:1.1321148347709507 11:0.8147871412811645 12:1.9643592783275887 
1:-116.91812965109526 2:0.4634486014732384 3:-2.664267600786858 4:5.677772166242392 5:1.964635118620175 6:-3.1762250684960267 7:-1.929743149766542 8:1.143429428733489 9:4.709889642017979 10:0.8721131412089482 11:0.48777880882176383 12:-0.38963038914112413 
1:-112.64837056849284 2:2.759313650027085 3:-2.688042481849815 4:3.44663284588368 5:3.0612202267209767 6:-1.2024631444328273 7:0.28613747456448424 8:-0.776952564229255 9:1.4729470515988963 10:0.1837554322936681 11:1.9461225134082598 12:-0.055674281332703135 
1:-114.26620352557006 2:1.3285362331001087 3:-4.167867647555149 4:5.90180614895505 5:1.6142225118658464 6:-0.7009661662773796 7:0.5509003137365109 8:1.7113458929745122 9:4.312224982596988 10:-0.42794044850088886 11:2.0081969022813935 12:2.7825241264533878 
1:-109.30818473029645 2:3.976399615366276 3:-4.858404215478971 4:1.6082542663074024 5:0.2290343888571318 6:0.1327475595013321 7:1.0611739087951255 8:-0.6540635749285788 9:2.326594612514778 10:0.25579692991967207 11:1.823021790511158 12:0.3915212905820922 
1:-111.41328553608068 2:6.30581947225187 3:1.2524643971466123 4:6.750399745139548 5:3.0067376904039413 6:2.3604419506684167 7:0.3185116630627114 8:1.9559755701742025 9:3.1767585114780728 10:0.14381938543150063 11:-3.108855165118681 12:0.41232439961382283 
1:-116.15473675305537 2:4.766036764951756 3:-0.7140366815870438 4:3.214321517086059 5:1.2730706159934972 6:-0.6362367956594341 7:-1.6474463602805218 8:-1.113602107420514 9:0.17004410323002306 10:-1.464656382255765 11:1.3499783863481465 12:-0.9508879562922496 
1:-110.9629143621356 2:4.538960947816578 3:1.5440421738622558 4:3.932586375370549 5:0.2680738560115632 6:-0.31268927560741977 7:2.5176828940473555 8:1.807700291331198 9:2.4277998959474525 10:1.472460650378284 11:0.44259880437293164 12:2.586186756826346 
1:-113.38909668079447 2:4.248660199162831 3:-2.85138298169556 4:2.172612825944623 5:2.51210612326174 6:1.5725289734821493 7:0.6799115197204983 8:-1.2263872573573895 9:1.6453711805165177 10:0.5823628599317971 11:0.4436036161155523 12:-0.9115022630808891 
1:-104.27360871772395 2:4.176568563625603 3:0.32835344573637437 4:3.566060084366134 5:2.6460122418136263 6:1.0253211715683128 7:0.5166491744157891 8:0.9704528902013876 9:0.16828282536117456 10:-2.889560752808912 11:1.0506158482591017 12:2.130373169486664 
1:-119.41732337357207 2:-1.1269921595686503 3:-5.962774178278192 4:2.7509470082363077 5:-1.918404108100472 6:0.17538429005807288 7:1.8882520025292555 8:-0.6109048169451787 9:2.532541991894746 10:1.1965349583182325 11:3.0451249655215538 12:1.0352075882849028 
1:-112.75604315861946 2:4.404558481796929 3:-0.9729431968923001 4:3.5257201717254296 5:2.2382710206168874 6:-6.746269525943482E-4 7:-1.3673665322550406 8:1.6020909388106808 9:4.24236172543564 10:-0.11495987079268621 11:2.639714995149625 12:-0.9953067002612284 
1:-111.45389524043003 2:6.999543059834772 3:-0.40980914322098894 4:3.3439187663062273 5:2.1515888188998042 6:-0.2788270342748884 7:-1.3586378278527849 8:0.5201580452434094 9:4.043789894229536 10:2.752988288633992 11:2.191635852870304 12:0.35302043941717764 
1:-105.87275756930873 2:9.3529074841185 3:0.9501772032918523 4:5.68449826589457 5:3.8142758054296975 6:0.5732767197080175 7:0.7893838412746406 8:-0.7361076573499896 9:-0.35041949873091527 10:-1.7121002968009855 11:-0.9271877656942897 12:-1.8126792562327112 
1:-118.55836270797826 2:3.713461994119055 3:-2.385615567959962 4:4.351868101000123 5:1.3235441647806292 6:-2.851945185739936 7:-3.429939984611932 8:0.22614757864774182 9:3.7819299044406627 10:3.0665197383753657 11:-2.3132951785133744 12:-0.5805478653365266 
1:-110.67167619420685 2:3.6517983489058707 3:2.5408961587204644 4:0.28279858556821846 5:0.5981447438162268 6:2.2307589341670213 7:0.7583918464820836 8:1.3444197048582516 9:1.929953616696146 10:0.3086508312399854 11:1.9419092503354145 12:-0.9806608880832712 
1:-111.19802074988135 2:2.2642379614880923 3:0.8146484524040001 4:6.421917768685549 5:3.68462484328499 6:2.2151953448443082 7:-0.8999906107148559 8:-2.7176379700249305 9:1.2124501875058074 10:0.23878561033484402 11:0.2969546739640663 12:0.13483688060251087 
1:-116.06680430813574 2:0.2200487339686159 3:-2.10393932743248 4:4.327583613849711 5:1.0506189309693643 6:-0.0018962571490703795 7:-0.45905567917892354 8:-2.592056611776096 9:3.0682504799440524 10:2.3638007446414555 11:2.8826940136015433 12:2.530191027663376 
1:-112.30430035636722 2:5.119833773378273 3:-2.494824853701351 4:3.0086105862106436 5:-0.16385926759884706 6:-0.968867734492278 7:-0.07410675976618109 8:-0.7290994252273792 9:3.365815014107603 10:-0.7162809900377192 11:0.39360043205694284 12:1.2277256839562436 
1:-112.76774953503936 2:3.670183817272414 3:0.8792662494323862 4:4.94944030309745 5:0.9180949052721612 6:-0.02201965650713067 7:-0.14874512179387844 8:-1.1915779491391394 9:-0.8950405278171054 10:0.313811468802796 11:0.5286945854481413 12:2.9626955314466183 
1:-110.72234595341318 2:2.4512040169830103 3:1.6762115374513344 4:3.6739590187485476 5:4.73896564230911 6:1.3792088735757448 7:2.6305258552516184 8:3.905497391256634 9:1.9684659034541978 10:-2.519235942696416 11:-0.9091669489880214 12:1.9094036669289594 
1:-119.6512717670461 2:1.7779366591394847 3:0.8505391059621901 4:3.4252425274944884 5:0.8202782584842816 6:0.5498380104549518 7:-2.0209050257445718 8:-0.8685828196943679 9:1.9231314701674576 10:-1.5484248956175461 11:1.4652038108036969 12:-0.6770092763432713 
1:-119.30005571023074 2:3.8556531705374466 3:1.2983210566826067 4:6.748883366866753 5:3.857996868366453 6:-0.8820780736987865 7:-2.8678608292576633 8:0.45350804918371956 9:3.678447942713081 10:-2.8862754822949297 11:-0.21492219172519 12:-0.004120029331569519 
1:-118.09029936167273 2:4.823229585904563 3:2.635860976357277 4:3.8657868824452164 5:1.1884317815058765 6:0.8231714488180546 7:0.10787326304674227 8:-2.549346098094905 9:4.424943575879174 10:-0.8749437577660824 11:-4.867925209208107 12:-1.5065000653035368 
1:-107.70610691327987 2:7.818397309239179 3:2.2511759467475563 4:3.167308462235824 5:2.940603954124805 6:0.5091895277208143 7:-0.9461541409570948 8:-2.2713439951453975 9:2.3864788303756868 10:-2.422774296543059 11:0.6379989587997787 12:0.7975473537871798 
1:-109.71197508164043 2:3.2770342869284805 3:-0.5968243508610134 4:3.8908841351837533 5:1.7821689215512082 6:-1.0462293731858074 7:-0.9030280954678922 8:1.5576456718203002 9:4.087651807374375 10:0.8651679808938502 11:-0.010993625168520094 12:-1.7491520945236725 
1:-113.49514744171213 2:0.9763074858071641 3:-3.130812355658585 4:5.962769353961702 5:3.7176176817006557 6:0.3144229981554898 7:1.1275711627858782 8:-0.5978792045647712 9:3.0318834136933237 10:0.39101961007569264 11:0.7447504997579233 12:-0.8549414101370201 
1:-109.4432953386108 2:3.176810681851819 3:-0.07098458036732724 4:4.280768258882784 5:2.6341519860866813 6:1.4605402380970767 7:-1.091656991857831 8:-1.3751096814443606 9:5.048186506169385 10:0.40303048458211155 11:-0.2527221886604498 12:0.9188928997107713 
1:-117.96252685469176 2:1.3233035112635054 3:-2.009013772584022 4:3.976315219339243 5:-1.2526030874912402 6:-0.259668338892701 7:0.21358367118968058 8:-0.17474845891331192 9:4.541994831774389 10:1.317329454414235 11:-1.0520785675029196 12:-0.33617164541711286 
1:-120.22918813554524 2:2.8826587168888693 3:-1.2145431866711598 4:3.80643696570109 5:2.7818928866723187 6:-1.013624556408451 7:-3.5543404464164583 8:-0.7789830682977326 9:3.455536123850057 10:-2.0560760342403444 11:0.41587742417655926 12:0.027087293072470597 
1:-113.37142150841939 2:4.333349599505798 3:-0.25735570082592485 4:3.8441341850740884 5:2.6874694665902847 6:2.7553634119355017 7:-2.030861474856016 8:-0.8815538454982264 9:5.201665742547642 10:3.2104409939452037 11:-0.8133184426516569 12:0.7624896974795212 
1:-124.62715233956604 2:-3.609154280248803 3:-7.878006220275829 4:-2.066053389465532 5:-2.130312887436197 6:-3.9759777653986257 7:-3.995885988236265 8:-2.0736265597844445 9:4.5481088095272515 10:2.444670548862771 11:1.6204432062363683 12:3.704597095080444 
1:-113.12794928178928 2:6.021575218809893 3:-0.4190332735018467 4:3.84084684792164 5:3.1996293823783857 6:2.306094432899463 7:1.022569837408064 8:-1.4182592452341836 9:2.2017682887948693 10:0.873886745336808 11:3.40052752679511 12:-0.35273958402767036 
1:-120.19796720322105 2:4.14472453327722 3:0.11128148525032433 4:1.4896857186521335 5:2.270127588938754 6:-0.2652715582715892 7:-2.9712903310820056 8:-0.00815937988853399 9:6.553537165031615 10:3.629422954435694 11:0.8408119546486179 12:0.30679859229063666 
1:-108.01525345360139 2:4.641280467557442 3:0.13393700312318568 4:0.37256619813960734 5:0.9685184511169931 6:2.559290324461929 7:1.403860354222028 8:2.2896576233417925 9:4.566887066215484 10:3.2362894822108155 11:1.44286368985617 12:0.15009443898796393 
1:-113.73451451490044 2:5.656975802767244 3:1.6235289154235368 4:5.332314796917503 5:2.980133842686486 6:-0.4012948976983979 7:-2.387139520837231 8:-1.2135138153699123 9:5.242266017075732 10:1.3293249174955557 11:2.4032881908915744 12:1.7849598892848717 
1:-105.05220788786167 2:2.5668148995850717 3:2.0642871425179132 4:5.637648904080644 5:1.5836968481623397 6:1.1172101776907768 7:0.6137628366550159 8:0.966797919303517 9:2.094653922399375 10:-0.3102319342432649 11:0.26161227791965924 12:-0.20960326190795753 
1:-114.21939165820757 2:3.2038723940582905 3:-2.3230582854956014 4:4.2776849819538105 5:1.0951156882351158 6:0.6337312203108119 7:-0.09656013205542457 8:2.87383713323019 9:5.4508049572532755 10:1.447308147018088 11:0.9982721184972796 12:0.08995264813292536 
1:-120.23327887246707 2:-2.659403821404063 3:-9.239427629971356 4:1.9110326926038375 5:-0.16625853180438144 6:-1.9089186637661406 7:0.405644710145598 8:2.336239902318753 9:4.318694558783079 10:-2.3787252734108764 11:1.0642209299499146 12:0.2631430012434186 
1:-109.73703688149837 2:2.02353736857912 3:0.3491766243466481 4:6.748792798737001 5:1.2498331361543897 6:-1.1260739122188337 7:0.07359685133801985 8:1.158580753122083 9:3.3806290985172307 10:1.4907538501753668 11:-1.1997051115860966 12:0.7166372199336628 
1:-117.67024881191853 2:0.6210395917289127 3:0.6066938609041062 4:1.7189242026083202 5:-1.005768028423105 6:-1.817774269908956 7:0.4786109105572094 8:0.9244914326897979 9:3.416693592805582 10:-0.24865977359235147 11:0.04926374427057345 12:2.2365818711269796 
1:-117.43365003465996 2:3.3104470144534153 3:-0.48050016872799883 4:1.1815429600553844 5:-1.0550685373240931 6:-0.3340193251042338 7:-1.9833080297386565 8:-0.7633363543809457 9:5.849394219590148 10:2.429731058714739 11:-0.31480918290927784 12:1.3232822820695418 
1:-107.07209766469971 2:8.780429653223006 3:1.9580112652259967 4:6.5313820185454405 5:4.346450020091629 6:2.9747592148447555 7:-0.2036590419099089 8:-0.9541664440071971 9:-0.6535021683132407 10:-1.9879636856310365 11:0.22225391205492206 12:1.2390788004944824 
1:-114.84225940277105 2:2.5471839796209057 3:-1.7550973850530225 4:2.8127135835655586 5:0.10811069353377256 6:1.1138060206417206 7:-1.8018894425446246 8:-1.9383207243754388 9:2.5723022565220974 10:-0.5602123487290402 11:0.6173374645180809 12:1.345001630954425 
1:-111.29189428275492 2:7.597485505672531 3:-0.003768205095309618 4:3.1095188976527663 5:2.455150271332632 6:2.5665343652348236 7:-0.07604058254189638 8:-1.7569415097461611 9:0.6757866654303251 10:0.01886272906872577 11:2.501069182562785 12:0.14535666703835126 
1:-112.18951952662985 2:3.4152419015678466 3:-2.858406393992635 4:2.6982054813717364 5:1.605320881673446 6:0.7212394289112924 7:0.4515393129549401 8:-1.0053350856159944 9:0.6673822256780424 10:0.9795282847887474 11:0.10259915951262144 12:0.09297787278938685 
1:-110.01584122772077 2:1.0094178288268898 3:-0.026211588047224232 4:3.084593784206166 5:0.615295045486159 6:2.4517821823577166 7:-0.9101453182614647 8:-1.8520184702582898 9:2.2137580749681076 10:1.1568849362077778 11:0.6393440551923155 12:-0.05295994242247781 
1:-115.04945948378207 2:1.4991360394381177 3:-3.2466166286764917 4:5.9298606781083025 5:2.5863251042103776 6:0.20161021739426177 7:-2.6415607535279335 8:-0.2951707506496599 9:3.1455021129806573 10:-2.5050795598620987 11:1.8808550431975548 12:1.53840495549233 
1:-111.25608611993513 2:4.483522864724053 3:-1.4648214389139276 4:4.846570654893624 5:1.5656512368706732 6:0.848745458768827 7:-0.5516450496004675 8:-2.2562189092407596 9:1.6182721145170365 10:-2.400958668509414 11:0.3689972206738976 12:0.8194834845755548 
1:-113.42429332882843 2:6.3489260392221745 3:-1.7906487242670033 4:2.2524552403411877 5:3.4231904110864306 6:0.9380080521989465 7:-1.6268506567088132 8:1.6438694636042703 9:4.062751316256437 10:-4.140417251552604 11:0.435421551945117 12:-0.5072824120848947 
1:-114.03138344218253 2:2.59440539378841 3:-2.4620226415295794 4:5.319849622011828 5:5.975969539735937 6:1.2051367891731042 7:-4.8515211717076285 8:-1.9810155352308065 9:4.147994429048258 10:0.6967177789968471 11:2.7339597503692334 12:0.06071701125868678 
1:-111.23499711064665 2:1.74613510781893 3:-0.12039303687738867 4:5.02739452166175 5:2.5882054308522693 6:1.9456003177813308 7:1.4625153970306477 8:4.37400309486276 9:5.794512206849754 10:1.2153392722393286 11:0.4420004482288875 12:-1.1444960265243216 
1:-99.87354733036625 2:3.87921070832059 3:-1.264102585816699 4:3.7525051194939896 5:2.4230241793142198 6:0.60704629520824 7:-0.6613712922231776 8:1.148451278572694 9:3.4162783247342876 10:1.589851756546024 11:0.5224039964622067 12:1.5917942296441772 
1:-111.13938049514935 2:3.8823831465244725 3:-4.605067785558011 4:2.396580753123348 5:0.9365810122311387 6:1.3848424714793044 7:0.20762447965669217 8:0.3677228403552264 9:5.70964263216665 10:1.4776665153214803 11:1.767537048547986 12:-1.1504099478035985 
1:-107.94464802652624 2:6.4042631814675675 3:-1.2993907523282382 4:4.747633515457871 5:-0.13946758330781872 6:2.1289721460335675 7:3.021678439443966 8:2.037887637717615 9:1.979318665238825 10:0.3952769346971339 11:-0.010965739633091776 12:-0.06900634961483298 
1:-99.04896554816011 2:9.672487362265478 3:-0.5833240919287923 4:2.858748417880135 5:1.2629065363828236 6:1.4608948062920533 7:2.3368336370224565 8:0.12044417611986624 9:4.7016672869134 10:2.1299244886147677 11:0.260761837014873 12:0.9753252983004823 
1:-113.5563957505693 2:1.603758419157141 3:-3.7526002425556486 4:4.69457868637632 5:3.242625678789066 6:4.06260703702848 7:0.6458523857392717 8:0.56798636518355 9:4.021359760247328 10:0.29335164163160954 11:2.2476275114038002 12:0.12217010958393004 
1:-113.91498038388049 2:1.7690246576089539 3:-6.12220682345486 4:3.1316553960822593 5:1.282859226347739 6:4.671577642228507 7:0.9457312728299252 8:0.34849488280336827 9:5.053559380263355 10:-0.9753718792460822 11:-0.6138323329182969 12:0.5984630539854106 
1:-113.54833678498122 2:0.09528411840275997 3:-5.121395727048277 4:2.8469051390719855 5:-0.18329351897821278 6:0.5757258991422396 7:-2.7568960967937297 8:-0.8989343743143143 9:6.815136757076603 10:0.8435309054814186 11:0.09190948192351911 12:0.3648065030410299 
1:-115.12484309769201 2:0.18690449471379456 3:-3.3705759994709528 4:5.081250608374113 5:0.4436563139599943 6:1.019528773071746 7:0.5613892534218579 8:-1.5167060560756145 9:6.6345529224943895 10:1.261441182462574 11:0.7298289747830773 12:0.5530046108319864 
1:-114.50803284718396 2:1.6010074323366301 3:-1.3825171929992885 4:3.3772421259541567 5:-0.18196487440387887 6:0.4852518352134303 7:-0.30240735820433784 8:0.6395264795095534 9:5.890199927394583 10:3.0404101575574005 11:-1.0780605819094053 12:-2.6336887394063004 
1:-116.07633875641098 2:0.2544797679190669 3:-3.869122657683395 4:3.6648368467763257 5:5.751266176320736 6:4.804666180376607 7:0.08781565558048365 8:-3.789145348391572 9:4.113601364222253 10:1.9195275200347406 11:2.5023672279945517 12:-0.8847980713866757 
1:-113.34138247017765 2:6.075148651755906 3:-2.225215712312047 4:4.2213440105434294 5:2.6265878664962017 6:1.3750319713097365 7:-0.4282151259513447 8:0.43305455663016135 9:0.517264170627044 10:1.1994204978433194 11:2.3128324153450275 12:0.28325401278240614 
1:-112.1257485425294 2:3.4878300757127523 3:-3.76798304104357 4:5.714651527430018 5:3.341684027554896 6:1.9814537721521508 7:0.38556145407684905 8:1.331383392735908 9:4.156317430749469 10:-2.6487521682375377 11:-3.2063390795116633 12:-1.5766155571413631 
1:-116.64692214217857 2:3.4628701357229614 3:-2.55787707422797 4:6.131013630035927 5:0.3778637988245448 6:0.436073964668664 7:0.4843976015421978 8:-0.8287864506158478 9:1.9292607992758093 10:-0.03763663985704557 11:1.4500328096624702 12:1.1700704610610417 
1:-113.06181695476924 2:5.661165936913299 3:-2.318624202734407 4:4.935153161626532 5:2.108392530279099 6:-0.14723277223647058 7:-2.3621754123321357 8:0.5254724346387496 9:4.41024183002537 10:-1.784452544728599 11:0.00741752813281904 12:-1.1329142137715937 
1:-116.78100421653345 2:-1.79044085234327 3:-8.396775193960785 4:3.756232395305758 5:-0.020537337990929494 6:-0.5173976506291127 7:-1.271611401400893 8:-0.4498490389377925 9:6.705253516337159 10:0.3187687028445394 11:0.20420492250769362 12:-0.1534078815610913 
1:-106.73577792441898 2:4.175071791674887 3:2.6970976052495943 4:8.593932434981454 5:1.265708559980422 6:-3.997570399583979 7:-0.5134875153545368 8:-0.031348293623123524 9:5.62642809355955 10:0.5060498779679952 11:0.5877494846558764 12:0.931756902660525 
1:-105.88077987685185 2:5.234749737916957 3:0.6773246980613972 4:3.6011385294820393 5:4.336038151405612 6:3.286209408485876 7:-0.7361046624410652 8:0.34691466870543985 9:1.2319850544766653 10:-1.3374834873636692 11:-1.249962599887839 12:-0.32392699298658245 
1:-109.77035476010974 2:5.085677739656688 3:-4.999811581024423 4:2.9219840724056616 5:4.4494148700331735 6:2.608945182243585 7:-1.3678427676207416 8:-0.12827594994066427 9:4.044641170939315 10:-2.1283453013579763 11:-0.05385325559431697 12:-0.45656382642178883 
1:-113.2063052867509 2:0.7193913208473877 3:-6.800761328522777 4:2.450479131903466 5:1.1102772956206115 6:2.062937875730164 7:2.1156751630536057 8:1.0943220911869327 9:2.675745941426367 10:-0.16370051979386568 11:2.509811231707956 12:2.714712134748787 
1:-108.93729975545492 2:4.554818550801971 3:-2.7521717792664555 4:6.098991418628207 5:2.36869774207738 6:1.582466938059801 7:-2.1543669395443246 8:-2.322640728142927 9:0.9296260154485241 10:-3.199493042881844 11:0.25709150445016293 12:0.4461353271520272 
1:-110.405286683619 2:2.1530488215244388 3:-6.768747475791484 4:1.102127718305003 5:-3.842653330774504 6:-3.140067341993011 7:-3.230916172410856 8:-1.0955930184795086 9:0.09442837958672001 10:-2.109185793512344 11:-1.1623253802597633 12:-0.009994798023682083 
1:-113.14804452074655 2:3.211374338518339 3:-4.690311841240144 4:2.60996963137775 5:-1.381116411933669 6:-0.17932489255671147 7:-2.2742046285865873 8:-0.6624198969385295 9:4.086662665950232 10:1.413044130616254 11:-2.33949216680661 12:0.7747356905945946 
1:-113.36397890715898 2:-1.4328364316139286 3:-6.286659884800523 4:4.485156610443267 5:2.213847049800657 6:2.3481024062021385 7:1.2520077011031088 8:-0.2628440261500269 9:4.254853814478093 10:0.2537370648674906 11:3.4787108277629577 12:3.205232954915588 
1:-110.11302040519625 2:3.2787816583809173 3:-6.330968997151744 4:0.7256935877827586 5:-0.8047299458677117 6:0.15303396868718488 7:-1.7707060539933646 8:-1.1436930678063222 9:3.9845919992491172 10:-2.4098197971588675 11:-0.5177837151932883 12:2.9831409005121756 
